Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Longitude,Latitude,county,tract,blkgrp,HIMEDBYX,HIAVGBYX,INCPHMBYX,VACANTHUBY,POPDENBY,CAPINCBY,HHCHG2KBY,POPCH2KBY,MEDINC2KBY,ED10HSCHBYX,NOHSDIPBY,COLNODEGBY,COLLDEGBY,PRODEGBY,FC15OF18BYX,ECPOP16PBYX,HVMEDBY,HVAVGBY,MS03PMARBYX,WHTPOPBYX,POPBYX,P0004BYX,P0509BYX,P1014BYX,P1519BYX,P2024BYX,P2529BYX,P3034BYX,P3539BYX,P4044BYX,P4549BYX,P5054BYX,P5559BYX,P6064BYX,P6569BYX,P7074BYX,P7579BYX,P8084BYX,P85PBYX,POPBY,HHBY
274,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,620,LwQ,620,0,1240,GasA,Gd,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,1,TA,6,Min1,1,Gd,Attchd,1958.0,RFn,1,338,TA,TA,Y,289,0,0,0,0,0,,MnPrv,,0,4,2009,WD,Normal,139000,-93.614751,42.045473,169,000200,2,53702.703703703686,67161.3,29098.536687631025,24.0,4613.23249739033,29098.536687631025,-0.015873015873015872,-0.018518518518518517,-0.001564974322214306,0.3240917782026769,0.014340344168260041,0.14627151051625242,0.3193116634799236,0.1959847036328872,0.03870967741935484,1.0,150214.0,154788.0,0.5900253592561285,0.896575821104123,1.0,0.07547169811320754,0.05101327742837177,0.04682040531097135,0.039832285115303984,0.055904961565338925,0.08595387840670858,0.07127882599580712,0.0496156533892383,0.0573025856044724,0.04682040531097135,0.07337526205450735,0.07407407407407406,0.05660377358490566,0.047519217330538085,0.04682040531097135,0.05520614954577218,0.037037037037037035,0.029350104821802937,1431.0,620.0
275,20,RL,76.0,8314,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546,Unf,0,270,816,GasA,TA,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1982.0,Unf,1,264,TA,TA,Y,168,0,0,0,0,0,,,,0,6,2007,WD,Normal,124500,-93.604146,41.98822,169,001302,2,53883.89208633094,68471.5,27975.34889058914,38.0,317.3718134664986,27975.34889058914,0.4957983193277311,0.3265822784810126,-0.03561778132349694,0.1486666666666667,0.016666666666666666,0.278,0.4113333333333333,0.1453333333333333,0.04213483146067416,1.0,163398.99999999997,206592.0,0.5032080659945004,0.9026717557251906,1.0,0.06297709923664122,0.05305343511450382,0.051145038167938923,0.06755725190839695,0.19274809160305345,0.116412213740458,0.07290076335877863,0.06259541984732825,0.04465648854961832,0.050763358778625964,0.05534351145038168,0.06450381679389312,0.037786259541984724,0.020229007633587787,0.020229007633587787,0.012595419847328244,0.009923664122137405,0.004580152671755725,2620.0,1068.0
276,50,RL,55.0,7264,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,952,952,GasW,Gd,N,SBrkr,952,596,0,1548,0,0,2,1,3,1,Ex,5,Typ,0,,Detchd,1978.0,Unf,2,672,TA,TA,Y,74,0,0,0,144,0,,,,0,10,2009,WD,Normal,205000,-93.62798149999999,42.0333765,169,000900,1,72843.82758620691,89442.50088495576,41018.679383116876,35.0,4078.884219798615,41018.679383116876,-0.043993231810490696,-0.12357954545454546,0.4038328969133989,0.1345496009122007,0.052451539338654506,0.15279361459521096,0.37856328392246286,0.2816419612314709,0.035398230088495575,1.0,146078.0,207887.99999999997,0.5317307692307692,0.9351701782820095,1.0,0.060777957860615885,0.04862236628849271,0.04781199351701783,0.050243111831442464,0.08184764991896272,0.10372771474878445,0.08427876823338736,0.04943273905996758,0.04619124797406808,0.06320907617504051,0.08103727714748783,0.0899513776337115,0.07455429497568881,0.04457050243111831,0.023500810372771474,0.024311183144246355,0.013776337115072932,0.012155591572123177,1234.0,565.0
277,20,RL,129.0,9196,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1560,1560,GasA,Ex,Y,SBrkr,1560,0,0,1560,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,Fin,2,573,TA,TA,Y,100,150,0,0,0,0,,,,0,4,2010,WD,Normal,201000,-93.603972,41.996065,169,001302,2,53883.89208633094,68471.5,27975.34889058914,38.0,317.3718134664986,27975.34889058914,0.4957983193277311,0.3265822784810126,-0.03561778132349694,0.1486666666666667,0.016666666666666666,0.278,0.4113333333333333,0.1453333333333333,0.04213483146067416,1.0,163398.99999999997,206592.0,0.5032080659945004,0.9026717557251906,1.0,0.06297709923664122,0.05305343511450382,0.051145038167938923,0.06755725190839695,0.19274809160305345,0.116412213740458,0.07290076335877863,0.06259541984732825,0.04465648854961832,0.050763358778625964,0.05534351145038168,0.06450381679389312,0.037786259541984724,0.020229007633587787,0.020229007633587787,0.012595419847328244,0.009923664122137405,0.004580152671755725,2620.0,1068.0
278,20,RL,140.0,19138,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1951.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD,Normal,141000,-93.62297099999999,42.056672999999996,169,000300,2,42607.69565217391,50969.09934853421,27308.051483420593,20.0,6041.544430594017,27308.051483420593,0.037162162162162164,-0.03372681281618887,0.5187442755170094,0.35595238095238096,0.03690476190476191,0.2178571428571429,0.24642857142857144,0.14285714285714285,0.035830618892508145,1.0,126209.99999999999,129899.00000000003,0.4015518913676042,0.7417102966841188,1.0,0.04013961605584642,0.034904013961605584,0.025305410122164047,0.030541012216404886,0.13612565445026178,0.16928446771378708,0.0924956369982548,0.04537521815008726,0.043630017452006974,0.05148342059336824,0.041012216404886566,0.05846422338568935,0.05061082024432809,0.042757417102966835,0.034904013961605584,0.031413612565445025,0.036649214659685854,0.034904013961605584,1146.0,614.0
279,20,RL,107.0,14450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2121,2121,GasA,Ex,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,1,Ex,8,Typ,1,Ex,Attchd,2007.0,Fin,3,732,TA,TA,Y,124,98,0,0,142,0,,,,0,5,2007,New,Partial,415298,-93.6570383,42.0619544,169,000100,2,92967.75,112187.19966859983,43554.18140881312,36.0,1090.2749920615072,43554.18140881312,1.414,1.519417475728155,0.11330697016247022,0.056,0.014588235294117647,0.13458823529411762,0.4809411764705882,0.31388235294117645,0.015741507870753936,1.0,221827.00000000003,256323.99999999997,0.7533726812816189,0.8988439306358381,1.0,0.08413615928066795,0.0838150289017341,0.07032755298651253,0.04816955684007707,0.031149646756583174,0.04592164418754014,0.07418111753371869,0.07803468208092486,0.07931920359666024,0.06165703275529865,0.054913294797687855,0.07225433526011561,0.05876685934489403,0.04463712267180475,0.043994861913937054,0.034360950545921636,0.023121387283236997,0.011239563262684648,3114.0,1207.0
280,60,RL,83.0,10005,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392,Unf,0,768,1160,GasA,Ex,Y,SBrkr,1156,866,0,2022,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1977.0,Fin,2,505,TA,TA,Y,288,117,0,0,0,0,,,,0,3,2008,WD,Normal,192000,-93.67398890000001,42.0243033,169,000700,1,32320.428571428572,56290.79949874688,26866.063397129186,22.0,2829.922525014971,26866.063397129186,0.002512562814070352,-0.05,0.2186850604905712,0.0807600950118765,0.035629453681710214,0.1496437054631829,0.3729216152019002,0.3610451306413302,0.032581453634085204,1.0,310769.0,301302.0,0.35967302452316074,0.7703349282296652,1.0,0.05023923444976077,0.04066985645933014,0.031100478468899517,0.05382775119617225,0.32057416267942584,0.08014354066985646,0.061004784688995214,0.04066985645933014,0.034688995215311005,0.03229665071770335,0.04784688995215311,0.05622009569377991,0.05023923444976077,0.04425837320574162,0.022727272727272728,0.019138755980861243,0.0071770334928229675,0.0071770334928229675,836.0,399.0
281,60,RL,82.0,11287,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,Unf,0,386,807,GasA,Gd,Y,SBrkr,1175,807,0,1982,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1989.0,Fin,2,575,TA,TA,Y,0,84,0,196,0,0,,,,0,1,2007,WD,Normal,228500,-93.683226,42.031566,169,000600,1,65980.59509202454,73491.59982332154,30142.206884057967,35.0,2534.657261335563,30142.206884057967,0.1586489252814739,0.14333057166528584,0.4927355609610196,0.08096415327564895,0.016069221260815822,0.09270704573547588,0.4721878862793573,0.33807169344870214,0.05123674911660778,1.0,203448.0,226766.0,0.5735694822888283,0.8079710144927537,1.0,0.07681159420289856,0.06376811594202897,0.06159420289855073,0.05217391304347826,0.15942028985507245,0.12753623188405794,0.08514492753623187,0.060144927536231886,0.05,0.05507246376811594,0.06195652173913044,0.06123188405797101,0.03152173913043478,0.02355072463768116,0.013768115942028985,0.007246376811594203,0.004710144927536232,0.004347826086956522,2760.0,1132.0
282,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905,Unf,0,357,1262,GasA,Gd,Y,SBrkr,1262,0,0,1262,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006.0,Fin,2,572,TA,TA,Y,0,120,0,0,0,0,,,,0,5,2006,New,Partial,185000,-93.643173,42.051245,169,000100,6,85564.47619047617,96885.6,41348.027716535435,43.0,3010.7715839258008,41348.027716535435,1.6057692307692308,0.98378041172801,0.02473653804807463,0.05298329355608592,0.005727923627684964,0.15083532219570409,0.2773269689737469,0.5131264916467781,0.03025830258302583,1.0,263202.0,278734.99999999994,0.6580570547417116,0.7770440251572326,1.0,0.05377358490566037,0.06635220125786163,0.06415094339622641,0.056918238993710686,0.1,0.09025157232704402,0.06918238993710693,0.06320754716981132,0.07012578616352201,0.07830188679245281,0.0669811320754717,0.06635220125786163,0.052830188679245285,0.038364779874213835,0.018553459119496855,0.018238993710691823,0.011635220125786164,0.014779874213836478,3180.0,1355.0
283,120,RL,34.0,5063,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,,,,0,4,2009,ConLw,Normal,207500,-93.649649,42.058368,169,000100,2,92967.75,112187.19966859983,43554.18140881312,36.0,1090.2749920615072,43554.18140881312,1.414,1.519417475728155,0.11330697016247022,0.056,0.014588235294117647,0.13458823529411762,0.4809411764705882,0.31388235294117645,0.015741507870753936,1.0,221827.00000000003,256323.99999999997,0.7533726812816189,0.8988439306358381,1.0,0.08413615928066795,0.0838150289017341,0.07032755298651253,0.04816955684007707,0.031149646756583174,0.04592164418754014,0.07418111753371869,0.07803468208092486,0.07931920359666024,0.06165703275529865,0.054913294797687855,0.07225433526011561,0.05876685934489403,0.04463712267180475,0.043994861913937054,0.034360950545921636,0.023121387283236997,0.011239563262684648,3114.0,1207.0
284,20,RL,74.0,9612,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,1468,0,0,1468,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,3,898,TA,TA,Y,210,150,0,0,0,0,,,,0,12,2009,New,Partial,244600,-93.644121,42.054282,169,000100,6,85564.47619047617,96885.6,41348.027716535435,43.0,3010.7715839258008,41348.027716535435,1.6057692307692308,0.98378041172801,0.02473653804807463,0.05298329355608592,0.005727923627684964,0.15083532219570409,0.2773269689737469,0.5131264916467781,0.03025830258302583,1.0,263202.0,278734.99999999994,0.6580570547417116,0.7770440251572326,1.0,0.05377358490566037,0.06635220125786163,0.06415094339622641,0.056918238993710686,0.1,0.09025157232704402,0.06918238993710693,0.06320754716981132,0.07012578616352201,0.07830188679245281,0.0669811320754717,0.06635220125786163,0.052830188679245285,0.038364779874213835,0.018553459119496855,0.018238993710691823,0.011635220125786164,0.014779874213836478,3180.0,1355.0
285,120,RL,50.0,8012,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430,Unf,0,1145,1575,GasA,Gd,Y,SBrkr,1575,0,0,1575,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1992.0,RFn,2,529,TA,TA,Y,0,0,52,0,0,0,,,,0,7,2007,WD,Normal,179200,-93.686428,42.036464,169,000600,1,65980.59509202454,73491.59982332154,30142.206884057967,35.0,2534.657261335563,30142.206884057967,0.1586489252814739,0.14333057166528584,0.4927355609610196,0.08096415327564895,0.016069221260815822,0.09270704573547588,0.4721878862793573,0.33807169344870214,0.05123674911660778,1.0,203448.0,226766.0,0.5735694822888283,0.8079710144927537,1.0,0.07681159420289856,0.06376811594202897,0.06159420289855073,0.05217391304347826,0.15942028985507245,0.12753623188405794,0.08514492753623187,0.060144927536231886,0.05,0.05507246376811594,0.06195652173913044,0.06123188405797101,0.03152173913043478,0.02355072463768116,0.013768115942028985,0.007246376811594203,0.004710144927536232,0.004347826086956522,2760.0,1132.0
286,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,GasA,Ex,Y,SBrkr,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,,Detchd,2006.0,RFn,2,528,TA,TA,Y,0,54,0,0,0,0,,,,0,6,2007,New,Partial,164700,-93.646478,42.047667,169,000100,6,85564.47619047617,96885.6,41348.027716535435,43.0,3010.7715839258008,41348.027716535435,1.6057692307692308,0.98378041172801,0.02473653804807463,0.05298329355608592,0.005727923627684964,0.15083532219570409,0.2773269689737469,0.5131264916467781,0.03025830258302583,1.0,263202.0,278734.99999999994,0.6580570547417116,0.7770440251572326,1.0,0.05377358490566037,0.06635220125786163,0.06415094339622641,0.056918238993710686,0.1,0.09025157232704402,0.06918238993710693,0.06320754716981132,0.07012578616352201,0.07830188679245281,0.0669811320754717,0.06635220125786163,0.052830188679245285,0.038364779874213835,0.018553459119496855,0.018238993710691823,0.011635220125786164,0.014779874213836478,3180.0,1355.0
287,50,RL,77.0,9786,Pave,,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,312,912,GasA,TA,Y,SBrkr,1085,649,0,1734,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Attchd,1962.0,RFn,2,440,TA,TA,Y,0,0,0,0,128,0,,GdPrv,,0,6,2006,WD,Normal,159000,-93.60942,42.040081,169,000200,2,53702.703703703686,67161.3,29098.536687631025,24.0,4613.23249739033,29098.536687631025,-0.015873015873015872,-0.018518518518518517,-0.001564974322214306,0.3240917782026769,0.014340344168260041,0.14627151051625242,0.3193116634799236,0.1959847036328872,0.03870967741935484,1.0,150214.0,154788.0,0.5900253592561285,0.896575821104123,1.0,0.07547169811320754,0.05101327742837177,0.04682040531097135,0.039832285115303984,0.055904961565338925,0.08595387840670858,0.07127882599580712,0.0496156533892383,0.0573025856044724,0.04682040531097135,0.07337526205450735,0.07407407407407406,0.05660377358490566,0.047519217330538085,0.04682040531097135,0.05520614954577218,0.037037037037037035,0.029350104821802937,1431.0,620.0
288,20,RL,,8125,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,614,Unf,0,244,858,GasA,TA,Y,SBrkr,858,0,0,858,0,0,1,0,3,1,TA,5,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,88000,-93.627981,42.05446,169,000300,2,42607.69565217391,50969.09934853421,27308.051483420593,20.0,6041.544430594017,27308.051483420593,0.037162162162162164,-0.03372681281618887,0.5187442755170094,0.35595238095238096,0.03690476190476191,0.2178571428571429,0.24642857142857144,0.14285714285714285,0.035830618892508145,1.0,126209.99999999999,129899.00000000003,0.4015518913676042,0.7417102966841188,1.0,0.04013961605584642,0.034904013961605584,0.025305410122164047,0.030541012216404886,0.13612565445026178,0.16928446771378708,0.0924956369982548,0.04537521815008726,0.043630017452006974,0.05148342059336824,0.041012216404886566,0.05846422338568935,0.05061082024432809,0.042757417102966835,0.034904013961605584,0.031413612565445025,0.036649214659685854,0.034904013961605584,1146.0,614.0
289,20,RL,,9819,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,450,Unf,0,432,882,GasA,TA,Y,SBrkr,900,0,0,900,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1970.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,2,2010,WD,Normal,122000,-93.672096,42.034856,169,000600,2,48659.714285714275,50759.101214574905,21106.89898989899,13.0,4571.009743305542,21106.89898989899,-0.060836501901140684,-0.05863708399366085,0.17285215152804778,0.10059171597633136,0.05325443786982249,0.3372781065088758,0.43491124260355035,0.07396449704142012,0.08097165991902834,1.0,136364.00000000003,128421.0,0.6079664570230608,0.867003367003367,1.0,0.08754208754208753,0.06902356902356904,0.04040404040404041,0.03535353535353535,0.19865319865319864,0.1599326599326599,0.09932659932659932,0.057239057239057235,0.043771043771043766,0.045454545454545456,0.02693602693602693,0.03535353535353535,0.04040404040404041,0.011784511784511785,0.02525252525252525,0.011784511784511785,0.006734006734006735,0.005050505050505051,594.0,247.0
290,70,RL,60.0,8730,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,698,698,GasA,Ex,Y,FuseA,698,698,0,1396,0,0,1,0,3,1,TA,7,Typ,0,,Detchd,2003.0,Unf,1,384,TA,TA,Y,0,0,0,0,259,0,,,,0,7,2007,WD,Normal,153575,-93.625284,42.027088,169,000900,1,72843.82758620691,89442.50088495576,41018.679383116876,35.0,4078.884219798615,41018.679383116876,-0.043993231810490696,-0.12357954545454546,0.4038328969133989,0.1345496009122007,0.052451539338654506,0.15279361459521096,0.37856328392246286,0.2816419612314709,0.035398230088495575,1.0,146078.0,207887.99999999997,0.5317307692307692,0.9351701782820095,1.0,0.060777957860615885,0.04862236628849271,0.04781199351701783,0.050243111831442464,0.08184764991896272,0.10372771474878445,0.08427876823338736,0.04943273905996758,0.04619124797406808,0.06320907617504051,0.08103727714748783,0.0899513776337115,0.07455429497568881,0.04457050243111831,0.023500810372771474,0.024311183144246355,0.013776337115072932,0.012155591572123177,1234.0,565.0
291,60,RL,120.0,15611,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1079,1079,GasA,Ex,Y,SBrkr,1079,840,0,1919,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,685,Gd,TA,Y,0,51,0,0,0,0,,,,0,7,2006,New,Partial,233230,-93.683777,42.016618,169,001301,3,27022.809523809527,38171.799912049246,16699.24451712197,116.0,5679.5115732919585,16699.24451712197,2.685575364667747,2.1181763647270544,-0.152921155896377,0.060266292922214436,0.019621583742116328,0.12473721093202522,0.6152768044849335,0.18009810791871056,0.02154793315743184,1.0,220700.99999999997,207378.0,0.11814259297308402,0.8634090034628703,1.0,0.03308964986533282,0.01692958830319354,0.013659099653712968,0.06483262793382072,0.5969603693728357,0.12389380530973453,0.04193920738745671,0.023085802231627546,0.0119276644863409,0.013081954597922276,0.010773374374759524,0.007502885725278953,0.007310504040015391,0.006540977298961139,0.005386687187379761,0.004424778761061947,0.00596383224317045,0.012697191227395151,5198.000000000001,2274.0
292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Fa,PConc,TA,Fa,No,Rec,210,Unf,0,570,780,GasA,Ex,N,SBrkr,936,780,0,1716,1,0,2,0,6,1,Fa,9,Typ,0,,,,,0,0,,,N,0,184,0,0,0,0,,,,0,3,2008,WD,Normal,135900,-93.655851,42.021449600000004,169,001100,1,13250.748251748253,19572.999999999996,8575.719464144995,21.0,3828.67378401492,8575.719464144995,0.1583333333333333,-0.02042360060514372,-0.502074386062754,0.425,0.225,0.0,0.1625,0.1875,0.008992805755395683,1.0,102885.0,133032.0,0.011755485893416929,0.9243243243243244,1.0,0.0061776061776061784,0.005405405405405407,0.0030888030888030892,0.057915057915057924,0.8038610038610038,0.057142857142857134,0.014671814671814672,0.0069498069498069494,0.007722007722007722,0.0069498069498069494,0.0069498069498069494,0.005405405405405407,0.0061776061776061784,0.0030888030888030892,0.005405405405405407,0.000772200772200772,0.001544401544401544,0.000772200772200772,1295.0,556.0
293,50,RL,60.0,11409,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292,Unf,0,476,768,GasA,Gd,Y,SBrkr,1148,568,0,1716,0,0,1,1,3,1,TA,8,Min2,1,Gd,Attchd,1949.0,Unf,1,281,TA,TA,Y,0,0,0,0,160,0,,,,0,1,2009,WD,Normal,131000,-93.66104,42.02472120000001,169,000700,2,27564.78947368421,47920.29971988796,21331.105985037408,17.0,6268.916820881531,21331.105985037408,-0.05053191489361702,-0.12540894220283533,0.23789228919963756,0.0,0.0,0.36454849498327757,0.39799331103678925,0.2374581939799331,0.014005602240896359,1.0,174038.00000000003,204196.0,0.1353887399463807,0.8952618453865336,1.0,0.026184538653366583,0.02493765586034913,0.018703241895261846,0.043640897755610975,0.513715710723192,0.114713216957606,0.027431421446384042,0.02244389027431421,0.03615960099750624,0.02493765586034913,0.043640897755610975,0.03615960099750624,0.02119700748129676,0.013715710723192021,0.018703241895261846,0.008728179551122194,0.0,0.004987531172069825,802.0,357.0
294,60,RL,,16659,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795,Unf,0,0,795,GasA,Fa,Y,SBrkr,1468,795,0,2263,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1977.0,Fin,2,539,TA,TA,Y,0,250,0,0,0,0,,,,0,3,2006,WD,Normal,235000,-93.6326645,42.0543376,169,000300,1,96278.76190476186,112612.0,43571.70370370369,10.0,3955.7127979425372,43571.70370370369,0.0,-0.08110065170166547,0.2490379797977301,0.05800214822771214,0.010741138560687431,0.13856068743286787,0.39849624060150374,0.3941997851772288,0.010183299389002035,1.0,191770.0,189849.00000000003,0.6305609284332687,0.950354609929078,1.0,0.046493301812450746,0.07092198581560284,0.0677698975571316,0.05831363278171789,0.022852639873916468,0.02679275019700552,0.0338849487785658,0.05988967691095351,0.06304176516942474,0.06934594168636721,0.09535066981875491,0.10717100078802208,0.07880220646178092,0.07249802994483845,0.06225374310480693,0.029944838455476755,0.02048857368006304,0.014184397163120569,1269.0,491.0
